OrderID,OrderDate,CustomerID,Region,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit
58,2023-12-06,2449,West,Furniture,Chair,5,4320.69,0.0,21603.449999999997,1464.49
59,2023-04-02,3393,West,Furniture,Table,5,928.69,0.1,4179.1050000000005,631.2
60,2024-01-02,4295,Central,Furniture,Sofa,3,1477.99,0.1,3990.5730000000003,691.4
61,2024-03-30,1172,West,Furniture,Sofa,8,549.55,0.1,3956.7599999999998,393.96
62,2024-03-03,1834,South,Clothing,Kids,3,2838.92,0.0,8516.76,1433.49
63,2024-05-23,3972,West,Clothing,Men,5,1778.57,0.1,8003.5650000000005,1084.69
64,2023-02-04,3400,South,Grocery,Household,2,847.73,0.0,1695.46,356.9
65,2023-07-25,3170,East,Furniture,Sofa,2,2197.08,0.1,3954.744,922.54
66,2023-03-22,4975,North,Clothing,Men,6,3011.96,0.05,17168.172000000002,2161.22
67,2024-07-15,4331,Central,Furniture,Sofa,4,1821.99,0.2,5830.368,1434.82
68,2024-01-23,1912,North,Electronics,Laptop,7,3419.88,0.05,22742.201999999997,4363.83
69,2023-01-02,3225,East,Grocery,Household,2,4324.4,0.15,7351.48,1381.55
70,2024-01-25,4559,West,Clothing,Kids,5,939.23,0.05,4461.3425,699.9
71,2024-07-19,1380,Central,Clothing,Men,5,3434.78,0.1,15456.510000000002,1885.36
72,2023-04-16,1529,East,Electronics,Mobile,5,4853.05,0.1,21838.725000000002,1928.27
73,2024-04-21,4801,North,Grocery,Beverages,1,3182.34,0.15,2704.989,279.52
74,2024-12-03,2526,South,Furniture,Table,5,2013.46,0.0,10067.3,608.48
75,2024-02-06,2204,North,Clothing,Kids,3,3467.36,0.0,10402.08,1306.91
76,2024-12-30,3385,West,Clothing,Women,6,4312.11,0.05,24579.026999999995,3032.16
77,2024-07-09,1125,Central,Clothing,Women,6,3863.54,0.05,22022.177999999996,2194.57
78,2023-06-11,4250,Central,Furniture,Table,5,278.15,0.15,1182.1375,215.36
79,2023-07-21,1594,East,Clothing,Women,3,2907.5,0.0,8722.5,1041.77
80,2023-09-27,4250,East,Electronics,Mobile,7,1806.44,0.1,11380.572,1815.47
81,2023-09-28,4694,Central,Grocery,Household,9,1036.94,0.05,8865.837000000001,1011.3
82,2024-03-31,1642,Central,Clothing,Women,9,2682.29,0.1,21726.549000000003,3777.18
83,2024-04-06,1768,North,Grocery,Food,6,1344.27,0.2,6452.496,743.02
84,2024-12-27,4524,South,Electronics,Laptop,2,2716.76,0.1,4890.168000000001,1179.08
85,2023-09-09,2622,West,Grocery,Food,8,167.72,0.0,1341.76,186.3
86,2024-12-02,4287,West,Electronics,Accessories,2,4971.3,0.05,9445.47,2061.81
87,2023-10-23,4028,East,Grocery,Beverages,5,3623.62,0.15,15400.384999999998,3324.36
88,2024-12-25,2754,Central,Furniture,Chair,4,4935.17,0.1,17766.612,1356.26
89,2024-12-20,1687,North,Furniture,Table,4,607.05,0.05,2306.7899999999995,272.54
90,2023-12-04,3233,East,Grocery,Food,7,435.39,0.1,2742.957,217.22
91,2023-02-22,3252,Central,Clothing,Women,9,363.5,0.1,2944.35,498.34
92,2023-08-05,3907,South,Grocery,Household,4,4370.74,0.2,13986.368,980.68
93,2023-07-07,3871,North,Electronics,Laptop,8,756.81,0.2,4843.584,601.48
94,2024-01-15,4691,North,Grocery,Food,6,4049.32,0.15,20651.532000000003,1456.0
95,2024-05-07,1011,North,Electronics,Accessories,6,3086.16,0.1,16665.264,1176.1
96,2023-02-10,1269,Central,Furniture,Chair,4,3137.12,0.15,10666.207999999999,1955.45
97,2023-06-06,1248,South,Clothing,Kids,2,642.29,0.05,1220.3509999999999,200.75
98,2023-01-15,4473,South,Clothing,Men,2,1437.13,0.2,2299.4080000000004,156.91
99,2023-03-06,2504,South,Electronics,Accessories,7,4945.63,0.0,34619.41,6136.13
100,2024-06-04,2171,East,Clothing,Women,5,1064.04,0.15,4522.17,545.86
101,2023-12-10,4822,North,Grocery,Household,9,3061.43,0.15,23419.939499999997,4087.54
102,2023-05-09,3932,Central,Clothing,Men,3,2740.6,0.15,6988.529999999999,1145.94
103,2024-10-09,2694,East,Grocery,Beverages,3,2281.77,0.0,6845.3099999999995,761.3
104,2024-04-16,3515,North,Electronics,Laptop,9,3035.37,0.05,25952.4135,1342.73
105,2023-03-04,4288,West,Grocery,Beverages,1,4127.27,0.1,3714.5430000000006,649.94
106,2023-05-19,2611,West,Furniture,Chair,8,2888.4,0.1,20796.48,1246.76
107,2024-05-13,4522,North,Grocery,Beverages,3,2784.04,0.0,8352.119999999999,685.76
108,2024-08-15,3570,West,Clothing,Kids,8,3946.02,0.2,25254.528000000002,3102.36
109,2024-01-27,2975,South,Furniture,Table,2,3706.87,0.15,6301.679,1063.08
110,2024-11-05,2863,East,Clothing,Kids,5,1470.86,0.15,6251.154999999999,1442.56
111,2024-02-23,1723,South,Furniture,Sofa,8,2750.53,0.05,20904.028000000002,4407.3
112,2023-10-16,2498,East,Clothing,Kids,3,3730.08,0.2,8952.192000000001,1575.69
113,2024-01-14,1869,Central,Clothing,Men,6,1983.53,0.1,10711.062,1827.63
114,2024-05-04,3403,Central,Clothing,Kids,4,4997.42,0.2,15991.744,3276.16
115,2023-08-19,4226,North,Clothing,Women,7,208.04,0.0,1456.28,358.1
116,2023-02-10,2692,South,Grocery,Food,4,1671.83,0.2,5349.856,458.21
117,2023-01-28,2589,North,Grocery,Household,5,992.45,0.15,4217.912499999999,643.87
118,2023-05-15,3484,West,Clothing,Women,3,1015.64,0.15,2589.882,134.71
119,2023-07-20,2872,West,Electronics,Laptop,2,174.86,0.05,332.23400000000004,29.16
120,2023-02-02,4145,East,Clothing,Kids,1,3191.23,0.1,2872.107,147.96
121,2023-02-17,3546,South,Electronics,Laptop,9,554.99,0.1,4495.419,748.26
122,2024-05-17,4815,South,Clothing,Kids,4,3825.96,0.0,15303.84,3229.05
123,2024-02-11,2242,East,Furniture,Sofa,8,1625.81,0.1,11705.832,2650.34
124,2024-07-27,1840,West,Grocery,Household,3,3114.68,0.05,8876.837999999998,1726.97
125,2024-12-28,3757,North,Furniture,Table,5,689.31,0.15,2929.5674999999997,681.08
126,2023-04-09,1010,South,Furniture,Chair,3,3354.85,0.0,10064.55,912.22
127,2024-11-14,3380,East,Grocery,Household,5,3636.91,0.05,17275.3225,3178.97
128,2024-12-26,1686,Central,Grocery,Household,5,1367.43,0.05,6495.2925000000005,1051.84
129,2024-06-30,3144,East,Electronics,Mobile,9,3278.41,0.15,25079.836499999998,2835.25
130,2024-09-04,2201,West,Electronics,Laptop,6,2705.84,0.05,15423.288,1599.01
131,2024-04-06,2509,East,Furniture,Chair,6,1186.28,0.1,6405.912,633.27
132,2024-10-04,1208,West,Electronics,Laptop,3,3116.36,0.0,9349.08,884.82
133,2023-01-05,2015,North,Furniture,Table,4,3089.59,0.0,12358.36,2656.88
134,2023-08-06,1025,South,Clothing,Kids,3,3178.29,0.1,8581.383,1581.88
135,2024-05-17,3845,East,Clothing,Women,3,3086.78,0.1,8334.306,1100.16
136,2024-02-02,1788,Central,Clothing,Kids,8,678.9,0.05,5159.639999999999,729.68
137,2024-01-28,3085,East,Grocery,Beverages,2,3535.57,0.15,6010.469,390.64
138,2023-07-26,4600,East,Clothing,Men,9,2163.5,0.05,18497.925,4090.41
139,2023-01-15,2923,North,Electronics,Laptop,4,1234.94,0.2,3951.8080000000004,400.69
140,2024-07-07,2157,South,Furniture,Chair,6,526.45,0.0,3158.7000000000003,534.61
141,2024-04-05,1155,South,Electronics,Laptop,7,2992.62,0.2,16758.672000000002,944.65
142,2024-11-21,2598,North,Furniture,Chair,5,3679.84,0.15,15639.32,852.67
143,2024-07-28,4020,West,Clothing,Women,9,201.27,0.0,1811.43,382.45
144,2023-08-29,4514,Central,Grocery,Beverages,5,2884.19,0.15,12257.8075,702.86
145,2024-07-17,4181,Central,Furniture,Sofa,5,797.47,0.0,3987.3500000000004,777.6
146,2023-04-06,1334,East,Electronics,Mobile,7,3038.46,0.15,18078.837,959.91
147,2024-04-29,1728,North,Furniture,Chair,4,4429.82,0.15,15061.387999999999,1611.77
148,2024-02-11,4651,East,Clothing,Women,3,1270.54,0.0,3811.62,721.59
149,2023-08-19,4954,West,Grocery,Household,7,3991.29,0.1,25145.127,4161.0
150,2024-10-16,2300,North,Electronics,Mobile,2,2913.38,0.0,5826.76,1092.66
151,2023-06-20,3579,Central,Electronics,Laptop,2,4704.88,0.2,7527.808000000001,776.29
152,2024-06-24,3250,South,Furniture,Chair,5,3631.24,0.0,18156.199999999997,3653.79
153,2023-02-05,1960,North,Clothing,Women,2,2424.42,0.2,3879.072,429.88
154,2024-06-08,3266,South,Furniture,Sofa,5,2971.47,0.1,13371.615,1082.15
155,2023-06-09,1987,West,Electronics,Mobile,1,4665.97,0.15,3966.0745,575.34
156,2024-11-29,1816,Central,Furniture,Sofa,1,614.93,0.05,584.1835,57.35
157,2023-08-31,1651,East,Furniture,Chair,4,2876.3,0.2,9204.160000000002,2128.56
158,2023-03-27,2424,East,Clothing,Kids,5,3095.11,0.05,14701.772500000001,3543.11
159,2024-07-31,1401,West,Furniture,Sofa,7,1791.38,0.0,12539.66,2063.62
160,2024-11-12,4563,North,Grocery,Household,4,3675.71,0.05,13967.698,836.87
161,2024-07-10,1329,East,Clothing,Women,9,2582.27,0.1,20916.387000000002,3939.03
162,2024-07-27,1461,East,Furniture,Sofa,7,4998.06,0.0,34986.420000000006,8393.44
163,2024-10-07,1716,North,Clothing,Women,4,4535.16,0.1,16326.576,1339.33
164,2023-01-28,2173,North,Electronics,Laptop,8,4343.91,0.1,31276.152,6726.32
165,2024-09-11,3792,Central,Clothing,Men,8,2773.77,0.1,19971.144,4190.4
166,2024-07-09,3163,Central,Clothing,Kids,3,885.22,0.05,2522.877,339.17
167,2023-12-06,4852,East,Grocery,Beverages,6,389.03,0.2,1867.344,165.64
168,2023-11-27,1428,Central,Grocery,Food,4,2455.58,0.2,7857.856,507.76
169,2024-10-01,2226,Central,Furniture,Sofa,5,1111.01,0.15,4721.7925000000005,685.4
170,2024-05-20,3383,Central,Grocery,Beverages,8,966.48,0.0,7731.84,1139.79
171,2023-12-14,3239,South,Furniture,Chair,3,1442.41,0.15,3678.1455,360.67
172,2024-04-17,3441,Central,Electronics,Mobile,6,2936.16,0.15,14974.416,3252.76
173,2023-08-19,1623,Central,Grocery,Beverages,2,4249.24,0.1,7648.632,693.93
174,2023-07-09,3587,East,Clothing,Women,6,2560.92,0.0,15365.52,952.45
175,2023-08-13,4743,South,Electronics,Accessories,1,1168.73,0.1,1051.857,159.89
176,2024-01-20,1063,West,Furniture,Chair,5,763.45,0.05,3626.3875,810.12
177,2024-01-12,4240,West,Clothing,Women,6,1257.16,0.15,6411.5160000000005,399.65
178,2023-10-10,2029,North,Grocery,Beverages,4,4845.12,0.1,17442.432,2569.33
179,2024-09-24,4637,North,Electronics,Laptop,5,2016.0,0.05,9576.0,658.69
180,2024-09-19,1440,East,Furniture,Chair,1,2400.53,0.15,2040.4505000000001,151.84
181,2023-09-16,3384,Central,Furniture,Chair,2,1495.5,0.0,2991.0,550.84
182,2023-12-25,1070,South,Grocery,Beverages,2,1349.28,0.05,2563.6319999999996,551.66
183,2024-12-10,3997,Central,Grocery,Food,4,1142.01,0.2,3654.4320000000002,420.42
184,2024-03-31,4322,South,Electronics,Laptop,8,1196.69,0.2,7658.816000000001,635.7
185,2024-02-15,2469,Central,Clothing,Women,3,4582.2,0.15,11684.609999999999,2176.97
186,2024-10-10,3828,West,Electronics,Accessories,3,3381.72,0.2,8116.128000000001,2022.82
187,2023-11-14,4026,Central,Furniture,Sofa,2,2311.89,0.0,4623.78,866.29
188,2024-11-07,4530,Central,Clothing,Women,9,4583.23,0.0,41249.06999999999,3160.13
189,2023-08-13,1964,North,Clothing,Women,4,4583.03,0.1,16498.908,1222.76
190,2023-08-22,4404,East,Electronics,Laptop,7,4403.68,0.1,27743.184,1584.35
191,2024-11-14,3037,North,Furniture,Table,2,3719.89,0.15,6323.812999999999,491.69
192,2024-10-25,4999,Central,Electronics,Mobile,8,1319.64,0.1,9501.408000000001,1812.32
193,2024-01-09,2058,East,Electronics,Laptop,9,2617.97,0.0,23561.73,1554.15
194,2024-11-02,3214,South,Furniture,Chair,9,2024.96,0.05,17313.408,4250.92
195,2024-08-30,4799,North,Clothing,Men,3,4903.66,0.05,13975.430999999999,2756.61
196,2024-04-16,4523,West,Grocery,Beverages,3,4745.7,0.1,12813.39,1958.5
197,2023-08-21,1195,Central,Clothing,Women,6,3932.48,0.1,21235.392,1230.85
198,2024-11-22,1870,South,Electronics,Mobile,3,2106.67,0.15,5372.0085,1100.56
199,2023-04-23,3535,Central,Clothing,Women,4,863.11,0.0,3452.44,290.37
200,2024-05-11,1261,West,Grocery,Food,2,4132.62,0.05,7851.977999999999,620.47
201,2024-03-17,3206,Central,Furniture,Chair,4,1791.76,0.0,7167.04,1093.67
202,2024-07-17,2313,South,Clothing,Kids,2,2043.83,0.15,3474.511,473.33
203,2023-09-25,1791,East,Grocery,Beverages,3,164.56,0.05,468.996,62.22
204,2024-05-24,1577,South,Furniture,Chair,8,84.17,0.05,639.692,99.75
205,2024-01-21,1150,North,Grocery,Beverages,3,847.16,0.05,2414.406,341.76
206,2024-01-22,1614,East,Grocery,Household,7,3972.53,0.1,25026.939000000002,2600.19
207,2023-04-23,3266,Central,Grocery,Beverages,8,1150.85,0.1,8286.119999999999,415.64
208,2024-09-04,3129,North,Clothing,Men,1,2450.55,0.2,1960.4400000000003,307.16
209,2024-09-16,3268,North,Electronics,Laptop,1,3854.27,0.15,3276.1295,456.79
210,2023-03-22,4297,West,Grocery,Household,5,3762.38,0.0,18811.9,3915.59
211,2024-11-29,1798,Central,Furniture,Chair,4,4534.05,0.2,14508.960000000001,3584.32
212,2023-04-23,4685,Central,Furniture,Table,7,1040.19,0.2,5825.064,853.11
213,2023-01-02,2557,South,Furniture,Sofa,8,2064.57,0.05,15690.732,3358.49
214,2024-10-03,1829,Central,Clothing,Kids,2,1207.76,0.15,2053.192,328.85
215,2023-08-08,4792,East,Electronics,Mobile,5,1024.17,0.15,4352.7225,634.58
216,2024-07-19,1644,Central,Clothing,Men,3,4204.43,0.05,11982.6255,1480.69
217,2023-08-13,4608,West,Grocery,Beverages,6,3178.36,0.15,16209.635999999999,3379.11
218,2024-01-20,1576,West,Electronics,Accessories,1,3224.37,0.2,2579.496,174.73
219,2024-02-07,4785,South,Furniture,Table,1,3928.76,0.15,3339.446,272.93
220,2024-09-29,2407,Central,Clothing,Kids,9,1493.83,0.0,13444.47,1647.37
221,2023-05-10,4538,North,Furniture,Sofa,1,3234.41,0.15,2749.2484999999997,562.84
222,2023-02-22,1116,East,Clothing,Women,4,2536.91,0.0,10147.64,875.65
223,2024-11-14,3920,North,Grocery,Household,1,2979.89,0.1,2681.901,135.26
224,2024-12-30,3788,South,Electronics,Accessories,1,294.8,0.05,280.06,50.32
225,2024-11-02,4770,North,Electronics,Mobile,7,2932.35,0.05,19500.1275,995.17
226,2024-12-10,2497,East,Furniture,Chair,4,4782.67,0.2,15304.544000000002,1930.29
227,2024-02-20,2718,North,Electronics,Accessories,3,4278.12,0.15,10909.206,2018.06
228,2023-09-04,1506,North,Grocery,Household,6,948.26,0.2,4551.648,302.13
229,2024-03-14,1775,Central,Clothing,Kids,2,1573.56,0.05,2989.7639999999997,193.2
230,2023-07-22,1464,West,Clothing,Women,8,3908.63,0.1,28142.136000000002,4915.1
231,2023-07-03,2838,East,Furniture,Sofa,6,3056.41,0.2,14670.768,2890.3
232,2023-05-03,4053,East,Grocery,Beverages,4,4736.22,0.05,17997.636,3069.77
233,2024-02-05,1916,North,Furniture,Chair,5,4147.72,0.1,18664.74,2858.1
234,2023-10-21,1122,East,Furniture,Chair,2,399.06,0.15,678.4019999999999,149.14
235,2023-10-07,2605,East,Grocery,Household,7,3551.26,0.15,21129.997,3371.68
236,2024-09-01,1738,East,Furniture,Table,6,2487.99,0.0,14927.939999999999,2563.04
237,2023-07-17,2371,North,Clothing,Women,6,3005.09,0.2,14424.432,1702.92
238,2024-05-25,3910,North,Furniture,Table,3,3710.63,0.0,11131.89,1631.14
239,2023-05-24,1901,East,Electronics,Accessories,2,1111.12,0.2,1777.792,296.9
240,2024-08-31,4751,North,Electronics,Mobile,9,4866.26,0.0,43796.340000000004,10104.82
241,2023-07-20,3893,East,Electronics,Mobile,4,581.93,0.1,2094.948,192.91
242,2023-05-04,4243,West,Grocery,Household,2,4823.21,0.2,7717.136,532.4
243,2023-07-06,4605,North,Electronics,Laptop,7,2875.83,0.1,18117.729,3017.57
244,2023-11-22,4778,Central,Grocery,Food,4,4433.67,0.0,17734.68,3433.85
245,2024-04-08,4028,West,Furniture,Sofa,4,4811.34,0.1,17320.824,1089.88
246,2023-12-15,4850,South,Clothing,Women,1,4429.5,0.1,3986.55,447.14
247,2024-10-21,4839,East,Electronics,Laptop,8,998.05,0.15,6786.74,1508.83
248,2024-02-07,2698,East,Grocery,Household,8,2163.56,0.2,13846.784,2854.87
249,2023-12-12,1867,East,Electronics,Laptop,2,652.97,0.1,1175.346,281.33
250,2024-05-25,4784,West,Grocery,Household,3,3285.43,0.1,8870.661,2134.0
251,2023-05-27,1030,Central,Electronics,Laptop,5,376.41,0.0,1882.0500000000002,234.73
252,2023-05-28,4521,South,Electronics,Accessories,5,4394.12,0.0,21970.6,4746.64
253,2024-12-11,3593,North,Furniture,Sofa,8,210.05,0.1,1512.3600000000001,136.58
254,2024-05-03,3096,North,Electronics,Mobile,8,1371.29,0.2,8776.256,1687.88
255,2024-10-01,2321,South,Grocery,Food,9,3923.65,0.2,28250.28,5754.05
256,2024-07-04,3781,East,Electronics,Mobile,7,1157.47,0.1,7292.061,700.36
257,2023-12-04,3536,Central,Electronics,Accessories,7,2658.5,0.15,15818.074999999999,1018.57
258,2024-10-02,4572,West,Clothing,Men,9,4177.64,0.15,31958.946,4985.57
259,2024-04-17,1661,Central,Grocery,Beverages,4,996.87,0.0,3987.48,452.25
260,2023-05-31,3447,East,Clothing,Men,6,226.74,0.2,1088.352,234.5
261,2024-02-19,2630,North,Electronics,Laptop,5,2798.77,0.15,11894.7725,1824.42
262,2023-10-25,4725,West,Clothing,Women,4,4007.26,0.15,13624.684000000001,2979.75
263,2024-09-02,2686,North,Electronics,Accessories,2,2163.3,0.0,4326.6,893.8
264,2023-09-20,3494,East,Electronics,Mobile,1,4169.51,0.1,3752.559,933.08
265,2023-05-24,2315,Central,Electronics,Accessories,5,4022.13,0.0,20110.65,3001.94
266,2023-12-12,3399,East,Grocery,Household,8,270.49,0.15,1839.332,189.6
267,2024-09-15,4455,Central,Grocery,Food,5,3693.94,0.05,17546.215,4106.47
268,2024-07-25,1628,Central,Electronics,Laptop,5,3104.67,0.1,13971.015000000001,1125.51
269,2023-01-02,4541,North,Furniture,Table,6,3756.49,0.0,22538.94,2199.8
270,2023-10-31,3190,West,Electronics,Laptop,6,877.59,0.1,4738.986,527.6
271,2023-09-11,3094,Central,Clothing,Men,2,1458.39,0.2,2333.4240000000004,373.72
272,2024-10-13,4340,North,Furniture,Table,1,3254.41,0.2,2603.5280000000002,363.78
273,2024-03-28,3905,South,Clothing,Kids,8,2168.39,0.05,16479.764,875.53
274,2023-02-06,2399,Central,Furniture,Table,9,115.81,0.2,833.832,167.94
275,2023-06-09,3718,South,Electronics,Laptop,7,3543.6,0.0,24805.2,4770.21
276,2023-01-09,4497,West,Grocery,Beverages,3,1519.94,0.0,4559.82,362.45
277,2023-08-21,1481,West,Grocery,Food,2,4817.15,0.0,9634.3,1729.45
278,2023-04-09,3477,East,Electronics,Accessories,8,1229.72,0.15,8362.096,645.44
279,2024-10-20,2917,West,Grocery,Household,4,925.66,0.0,3702.64,470.05
280,2023-07-27,2543,West,Electronics,Mobile,8,925.32,0.0,7402.56,1131.47
281,2023-05-11,4959,West,Electronics,Laptop,5,1802.52,0.05,8561.97,1027.7
282,2024-02-08,1023,North,Furniture,Chair,5,3454.79,0.0,17273.95,2323.31
283,2023-06-01,4648,South,Clothing,Women,9,2029.44,0.15,15525.215999999999,2602.67
284,2023-02-23,2776,North,Electronics,Laptop,6,4297.15,0.15,21915.464999999997,1105.13
285,2023-04-30,2708,West,Electronics,Mobile,2,4797.58,0.0,9595.16,1275.79
286,2024-11-03,4132,Central,Electronics,Laptop,2,3204.55,0.1,5768.1900000000005,1123.58
287,2024-09-19,2506,Central,Grocery,Beverages,5,1571.16,0.0,7855.8,665.63
288,2024-08-09,4421,East,Electronics,Accessories,5,1660.63,0.0,8303.150000000001,985.33
289,2024-09-16,3125,West,Clothing,Men,8,4872.03,0.0,38976.24,7434.0
290,2024-02-24,4088,South,Furniture,Table,1,2634.91,0.2,2107.928,201.59
291,2024-02-26,3649,East,Grocery,Food,2,2187.06,0.15,3718.002,457.2
292,2023-04-14,4275,North,Grocery,Household,3,3044.43,0.05,8676.625499999998,1583.97
293,2023-09-11,3984,South,Grocery,Household,9,1433.65,0.0,12902.85,2529.54
294,2023-08-15,2150,South,Electronics,Laptop,2,3378.63,0.0,6757.26,537.79
295,2023-04-22,4581,North,Electronics,Laptop,4,3432.4,0.2,10983.68,921.53
296,2024-05-24,3247,North,Clothing,Men,5,1762.86,0.1,7932.87,638.06
297,2024-04-17,1324,Central,Clothing,Kids,1,3459.88,0.05,3286.886,345.75
298,2023-04-09,3316,Central,Clothing,Women,5,2842.52,0.0,14212.6,1565.06
299,2023-06-02,3588,Central,Furniture,Table,7,408.44,0.15,2430.218,562.05
300,2023-12-04,3337,East,Grocery,Household,7,1805.57,0.0,12638.99,678.2
301,2024-12-06,3508,South,Electronics,Laptop,4,4646.49,0.05,17656.661999999997,3216.58
302,2023-06-12,2397,North,Clothing,Kids,1,3707.46,0.1,3336.714,235.28
303,2024-12-20,4255,West,Furniture,Sofa,4,549.38,0.2,1758.016,299.65
304,2024-11-11,4362,North,Furniture,Chair,9,2411.41,0.05,20617.5555,5078.69
305,2023-06-10,1029,North,Clothing,Women,2,1423.16,0.15,2419.3720000000003,151.38
306,2024-08-02,2736,North,Electronics,Laptop,5,3653.27,0.1,16439.715,2909.01
307,2024-02-02,3061,North,Clothing,Women,3,3378.34,0.2,8108.0160000000005,1705.23
308,2023-10-04,3326,South,Clothing,Men,2,3484.47,0.2,5575.152,931.22
309,2024-05-18,2406,West,Clothing,Women,6,1379.15,0.0,8274.900000000001,1105.19
310,2024-01-27,2586,South,Furniture,Table,8,2906.19,0.0,23249.52,2203.84
